# Korean manuscript batch: early town and first major incident.
# id	Korean translation	category	status
C0-05F548	[DFT][E2:0147]멋진 [E2:1A00]이 완성됐네.\n앞으로도 [KATAKANA]정비[HIRAGANA]와\n[KATAKANA]파워 업[HIRAGANA]을 해 주렴.[FIN]\n발명[KATAKANA] 머신[HIRAGANA]으로 [PAL:02][E2:1A53]강도를\n[KATAKANA]프로그램[HIRAGANA]으로 다시 설정할 수도 있어.[PAL:00]\n나중에 시험해 보렴.[FIN]\n그리고 내가 주는 [KATAKANA]선물[HIRAGANA]이야.\n소형 [KATAKANA]트랜시버[HIRAGANA]란다.\n이게 있으면 어디에 있든\n나와 연락할 수 있어.[FIN]\n무슨 일이 있으면 사용하렴.\n사용할 때는 [PAL:02]장비하고\n[CMD:E2]가[KATAKANA]버튼[HIRAGANA]을 누르면 돼.[FIN][PAL:00]\n[NAM:00]은 [PAL:02][KATAKANA]트랜시버[HIRAGANA][PAL:00]를 받았다![TER][DFT]나도 네게 용건이 있을 때는\n이걸 써서	early-story	translated
C0-05F666	[DFT]이 소리로 알려 줄게.\n기억해 두렴.[FIN]\n이제 한 가지 일은 끝났네.\n자, 돌아가자.[FIN]\n아, 맞다.\n[PAL:02]힘들게 만든 [E2:1A67]을\n아버지에게 보여 드리렴.[PAL:00]\n분명 기뻐하실 거야.˳	early-story	translated
C0-058743	[DFT]┌안녕하세요. [KATAKANA]민트[HIRAGANA]입니다.\n최근 이 마을에 갑자기 나타난\n[KATAKANA]해커[HIRAGANA]의 진짜 목적은 무엇일까요?!\n그 일부가 밝혀졌습니다.[FIN]그들은 [PAL:02][KATAKANA]티아트론[HIRAGANA][PAL:00]이라는 돌을\n찾고 있는 모양입니다.\n하지만 그 돌의 정체는 아직\n분명하지 않습니다.[FIN]아직 [KATAKANA]해커[HIRAGANA]에 관해서는\n모르는 점이 많지만\n앞으로도 계속 이 취재를\n이어 갈 생각입니다.[FIN][JMP]K[BYTE:87][DFT]┌안녕하세요. [KATAKANA]민트[HIRAGANA]입니다.\n놀랍게도 촌장 비서인 [KATAKANA]로즈[HIRAGANA] 씨가\n그 [KATAKANA]해커[HIRAGANA]의 일원이었던 사실이\n밝혀졌습니다![FIN]게다가 [KATAKANA]해커[HIRAGANA]에게\n진짜 촌장은 납치되고\n가짜 촌장이 대신\n촌장 일을 하고 있었던 것입니다.[FIN][KATAKANA]로코코 마을[HIRAGANA]을 [KATAKANA]해커[HIRAGANA]의 손에서\n구한 사람은 [KATAKANA]로코코 마을[HIRAGANA]에 사는\n[NAM:00] 군!\n그의 활약으로 촌장도 구출되었습니다.[FIN][JMP][HIRAGANA][BYTE:87][PAL:03] [KATAKANA]로코코 마을 사건 담당 기자[HIRAGANA] [KATAKANA]민트[HIRAGANA][PAL:00]┘	early-story	translated
C0-058BA8	[DFT]으· 으아아! 미안해요!\n이제 나쁜 짓은 안 할게요!\n이것도 돌려드릴게요!![FIN] [NAM:00]은 [PAL:02]깜짝[KATAKANA] 혼[HIRAGANA][PAL:00]을\n되찾았다![TER][DFT]저· 저 이제 장난은\n별로 안 하기로 했어요.\n정말이에요!	early-story	translated
C0-0598AD	[DFT][E2:187E]··그러니까 지금 빛이\n무엇이었는지 묻고 있잖아![FIN][PAL:02]남자아이:\n[PAL:00]왜 안 된다는 거야, 왜!\n왜 강가에 가면 안 돼?\n무엇이 떨어졌는지 보고 싶단 말이야![FIN][PAL:02]경찰관:\n[PAL:00]여러분, 진정하세요!\n[PAU:1E]확실히 지금 [PAL:02]수상한 빛[PAL:00]이\n[PAL:02]동굴 쪽[PAL:00]으로 떨어졌습니다.[FIN]하지만 정체도 모른 채\n강가로 가는 것은 너무 위험합니다!\n제가 직접 확인하고 올 테니\n여러분은 여기서 기다리십시오!	early-story	translated
C0-05A573	[DFT][PAL:02]경찰관:\n[PAL:00]돌아왔구나! [NAM:00]![FIN][JMP][BYTE:B9][BYTE:A5][DD][PAL:03]나기사:\n[PAL:00]아, 다행이다.\n[NAM:00]아, 있잖아···[FIN][PAL:02]경찰관:\n[PAL:00]정말 골치 아프게 구는구나, [NAM:00]![FIN]문제를 일으키지 말라고 했는데\n역시 피는 못 속인다니까!\n촌장님이 네가 [PAL:02]보석 3개[PAL:00]를 훔쳤다고\n신고하셨다!\n얌전히 수갑을 받아라!!	early-story	translated
C0-05ACF5	[DFT] [NAM:00]은\n[PAL:02]보석 1[PAL:00]을 손에 넣었다![TER][DFT]뭐야, 소지품이 가득 찼나?\n그럼 이건 내가 맡아 두마.\n[PAU:1E]소지품을 조금 정리하는 게 어떻겠니?	early-story	translated
C0-05AF3D	[DFT] [NAM:00]은\n[PAL:02]보석 1[PAL:00]을 손에 넣었다![FIN] [NAM:00]은\n[PAL:02]보석 2[PAL:00]를 손에 넣었다![FIN] [NAM:00]은\n[PAL:02]보석 3[PAL:00]을 손에 넣었다![TER][DFT][E2:0206]자, 이건 돌려주마.\n소중한 물건을\n잃어버리면 안 되니까.[TPL:D7][E2:024F]뭐야, 아직 소지품을\n정리하지 않은 거냐···\n이건 [PAU:1E]아버지가 가져가도 되겠지?	early-story	translated
C0-05BBC0	[DFT]어디서 들어온 거니?\n그래도 기쁘구나.\n아버지가 집에 온 사람은\n모두 쫓아내 버리거든.[FIN]얘, 꼬마야. 누나 이야기를\n들어 주겠니?\n[PAL:00]응, 들어 줄게.\n듣고 싶지 않아.[TER][CLR]나, 좋아하는 사람이 있는데\n아버지가 반대하셔.\n그 사람 집안과 우리 집안이\n예전부터 사이가 나빴기 때문이래.[FIN]··········\n이런 이야기는\n꼬마에게 지루하겠지.\n미안하구나.˳	early-story	translated
C0-05C888	[DFT] [NAM:00]은\n[PAL:02]┌멋진 아줌마┘[PAL:00]의\n책을 찾았다.˳[FIN][PAL:02][KATAKANA]╔이번 달 특집\n요구르트 버섯으로\n오늘부터 [KATAKANA]건강 다이어트╝[HIRAGANA][PAL:00]	early-story	translated
C0-05C939	[DFT] [NAM:00]은\n[PAL:02]낡은 앨범[PAL:00]을 찾았다.\n앨범 속 젊은 시절의\n할머니는 아주 아름다웠다.˳	early-story	translated
C0-05C979	[DFT] [NAM:00]은\n[PAL:02]일기[PAL:00]를 찾았다!\n일기는 한 청년의 것인 듯하다.[TPL:D7][PAL:02] [KATAKANA]*월 *일[HIRAGANA]\n오늘도 그녀의 집에 갔지만\n또 그녀의 아버지에게\n문전박대를 당했다···[FIN]그녀의 집안과 우리 집안이\n예전부터 사이가 나빴다고 해서\n우리에게 무슨 잘못이 있단 말인가?\n조상님들을 원망할 수밖에 없다.˳[PAL:00]	early-story	translated
C0-05CD33	[DFT]촌장님 물건을 훔치다니\n정말 [KATAKANA]바보[HIRAGANA] 같은 짓을 했군.\n[PAU:1E]자, [PAU:1E]이건 촌장님께 돌려드리마.[FIN] [NAM:00]은\n[PAL:02]보석 1[PAL:00]을 빼앗겼다![FIN] [NAM:00]은\n[PAL:02]보석 2[PAL:00]를 빼앗겼다![FIN] [NAM:00]은\n[PAL:02]보석 3[PAL:00]을 빼앗겼다![FIN]네 처분은\n촌장님이 결정하시겠지.\n그때까지 거기서\n머리나 식히고 있어!	early-story	translated
C0-05D05B	[CLR]ぐ[TER]策ぐGぞわ[CLR]ぅぐぽぇ[CLR]店[DFT]자세히 보니 벽에 뭔가\n낙서가 되어 있다.[FIN][PAL:02]차라리 [KATAKANA]쥐[HIRAGANA]라도 될 수 있다면\n경찰이 온 틈에\n도망칠 텐데···\n인간이란 참 서글프구나···˳[PAL:00]	early-story	translated
C0-05D33C	[DFT]저기요···[NXT]자······\n[NXT]혹시 [NAM:00] 씨?\n잠깐 이야기 좀 할 수 있을까요?	early-story	translated
C0-05D40C	[DFT][NAM:00] 씨,\n혹시 [KATAKANA]카를[HIRAGANA]을 찾으면\n여기로 데려와\n주실 수 있을까요?[FIN]엉덩이를 때려 줘야만\n말을 듣는 아이거든요!	early-story	translated
C0-05D564	[DFT][NAM:00] 씨,\n지금은 안에 들어가지 않는 편이 좋아요.\n아직 당신의 누명이\n벗겨진 게 아니잖아요?	early-story	translated
C0-05D596	[DFT][NAM:00] 씨, 안에 들어가지 않는 편이 좋아요.[FIN][NXT]ぞ···[NXT]가 모르시는 모양이네요?\n[PAU:1E]당신은 촌장님의 [PAL:02]보석[PAL:00]을 훔쳤다는\n의심을 받고 있어요.˳	early-story	translated
C0-05E557	[DFT] [NAM:00]은\n[PAL:02] [KATAKANA]열쇠[HIRAGANA][PAL:00]를 찾았다![TER][DFT] [NAM:00]은\n[PAL:02] [KATAKANA]열쇠[HIRAGANA][PAL:00]를 찾았다!\n하지만 소지품이 가득 찼다.˳	early-story	translated
C0-05E782	[DFT][E2:045D]아, 어떡해?!\n남자아이잖아?!\n힘내, [NAM:00]!	early-story	translated
C0-05E896	[DFT] [NAM:00]은\n서랍 안에서\n[PAL:02]낡은 [KATAKANA]앨범[HIRAGANA][PAL:00]을 찾았다.˳	early-story	translated
C0-05EBF8	[DFT][E2:077E]··뭐라고?\n아버지가 나한테 편지를?\n[NXT]ぞ···미·[NXT]내가 읽어 보지.[FIN]\n [KATAKANA]카를[HIRAGANA]에게 [PAL:02]편지[PAL:00]를 건넸다![FIN][NXT]ぞ·········[NXT]가흥,\n납치됐든 뭐든 갑자기 사라져 놓고\n이제 와서 태평한 소리나 하다니!	early-story	translated
C0-05ED27	[DFT][E2:074D]적당한 종이가 없어서\n여기에 썼다!\n이걸 아버지에게 전해 줘![FIN] [NAM:00]은\n[PAL:02]석판[PAL:00]을 받았다![TER][DFT][E2:0766]전하고 싶은 말이 있는데\n네 소지품이 가득 찼구나.\n조금 정리해 주겠니?˳	early-story	translated
C0-05EF36	[DFT][KATAKANA]아키하바라[HIRAGANA]의 아들이잖아.\n무슨 일이냐?[PAU:1E]발명을 하고 싶다고?\n[PAU:1E]그건 쉽게 될 일이 아니야.[FIN]네 아버지도\n책을 읽고 골똘히 생각하면서\n발명품을 만들곤 했지.[FIN]그러고 보니 [PAL:02]합성[PAL:00]이라며\n우리 가게의 [KATAKANA]고물[HIRAGANA]을 가져가서\n무언가 만들기도 했어.[FIN][KATAKANA]고물[HIRAGANA]이라면 뒤쪽에 널려 있다.\n가져갈 테냐?\n응! 가져갈래!\n오늘은 됐어.[TER][CLR]그럼 가게 뒤로 들어가거라.\n뒤쪽에 [KATAKANA]캡슐[HIRAGANA]이 2개 있으니\n둘 다 가져가도 좋다.˳	early-story	translated
C0-05F06F	[DFT][KATAKANA]아키하바라[HIRAGANA]의 아들이잖아.\n무슨 용건이냐?\n물건을 사러 왔어요.\n그냥 들렀어요.[TER][CLR][STR:FFF085]	early-story	translated
C0-068187	[DFT]지금 경계 중이다!\n동굴 안에는 들어가면\n안 돼!	early-story	translated
C0-0682DA	[DFT]꼬마야, 안 돼!\n앞으로 가면 위험해!	early-story	translated
C0-0682F5	[DFT][NXT]즈··········\n[NXT]가[PAU:3C]일단 마을로 돌아가서\n대책을 생각합시다!	early-story	translated
C0-06848A	[DFT]음··· 너냐?\n이봐, 여기 있던\n폭탄을 못 봤나?[FIN]회수하려고 보니\n안이 [KATAKANA]텅[HIRAGANA] 비어 있더군.\n그런 위험한 물건을\n누가 악용하기라도 하면···˳	early-story	translated
C0-0684E5	[DFT]정말\n네가 그런 게 아니지?\n솔직히 말하면 오늘은\n용서해 줄 수도 있다.˳	early-story	translated
C0-068519	[DFT]이봐! [NAM:00]\n[PAU:1E]박사님께 무례하게 굴면 안 되지!\n[PAU:1E]돌아가려면 박사님의 발명을\n제대로 보고 가거라!	early-story	translated
C0-068553	[DFT]흠, 또 너냐!\n지금 발명가 선생님께서\n실종된 아이들을 찾는 데\n협력해 주고 계신다.˳	early-story	translated
C0-068596	[DFT]같은 발명가라도\n어딘가의 누구와는\n다르다고 생각하지 않나?\n후하하하하.˳	early-story	translated
C0-068748	[DF4][E2:05DC]즈········\n[NXT]가 뭐냐, 그 눈빛은···[FIN]발명이라는 것은 언제나\n실패를 동반하는 법이다.\n그러니 발명이 뭔지도 모르는\n자들은 곤란하다니까![FIN]더는 너희를\n도와줄 마음도 없어! 돌아가자!\n[PAU:1E]받은 돈은 수고비였다고\n촌장에게 전해라!	early-story	translated
C0-068801	[DFT][E2:054F]뭐야, 뭐야.\n내 일을 방해하겠다는 거냐?\n얌전히 물러가라!	early-story	translated
C0-068826	[DF4][E2:0549]그럼 지금부터\n동굴에 갇힌 아이들을\n구해 내기 위해[FIN]이 [PAL:02]천재 발명가 [KATAKANA]페퍼[HIRAGANA][PAL:00]가\n직접 발명한 [KATAKANA]특제 폭탄[HIRAGANA]으로\n이 벽을 날려 버리겠습니다.\n여러분은 뒤로 물러나십시오.˳	early-story	translated
C0-068A22	[DFT][PAL:02]이 앞은 급류입니다.\n충분히 주의하십시오.\n\n[KATAKANA]로코코 마을 급류 하천 애호회[HIRAGANA][PAL:00]	early-story	translated
C0-068AB6	[DFT][PAL:03]누구 거기 있어요!?\n여기요!\n[KATAKANA]저희[HIRAGANA] 여기 있어요!\n토사 붕괴로\n입구가 막혀 버렸어요![FIN]이 [KATAKANA]벽[HIRAGANA] 옆이에요!\n도와주세요!\n으아[KATAKANA]아아아아아아[HIRAGANA]앙![PAL:00]	early-story	translated
C0-068B80	[DFT]꺄아아아아아아앙!\n[PAL:02][KATAKANA]카를[HIRAGANA]이[PAL:00] 잘못했어!\n[PAL:02][KATAKANA]해커[HIRAGANA]의 [KATAKANA]아지트[HIRAGANA][PAL:00]를\n찾으러 가자고 한 건 카를이잖아![FIN]그 녀석 말을 듣지 말걸 그랬어!\n으아아아아아아앙!	early-story	translated
C0-068C3D	[DFT]형도\n강물에 떠내려온 거야?\n미안하지만 여기는\n막다른 길이야.˳[FIN]·········\n[NXT]기··· 으으윽![NXT]가	early-story	translated
C0-068CFE	[DFT]으아아앙, 모처럼\n구조대가 왔다고 생각했는데\n역시 [KATAKANA]안 되나[HIRAGANA] 봐!	early-story	translated
C0-068D6C	[DFT]\n와아! 빛이다!\n밖으로 나갈 수 있어!![PAU:1E][DES][TER][DFT][E2:0744]이런 녀석들을\n데려오는 게 아니었어.\n아아, 계획이 실패했어!	early-story	translated
C0-068DB3	[DFT][E2:073F]그 녀석 일은 신경 쓰지 마.\n혼자서 돌아갈 수 있으니까.˳	early-story	translated
C0-068DFA	[CLR]5가ぐぽ)[BYTE:8E]ぐだぎ技名ぐ[BYTE:97]立[DFT]저기···	early-story	translated
C0-068E13	[DF4]저기···\n[PAU:3C]당신은 [PAU:1E]이 별 사람인가요?\n[PAU:3C]처음 뵙겠습니다.\n[PAU:1E]저는 [PAU:1E][PAL:03][KATAKANA]티라미스[HIRAGANA][PAL:00]라고 합니다.[FIN]이 별은 [PAU:1E]동굴의 별인가요?\n[PAU:3C]아주 시원해서\n[PAU:1E]좋군요.\n[PAU:1E]정말 마음에 들었어요.˳	early-story	translated
C0-068EEC	[DF4][NXT]공주님![PAU:1E]혼자 돌아다니지 마시라고\n말씀드렸잖습니까!\n자, [PAU:1E]우주선으로 돌아가시지요···\n[NXT]즈···[NXT]그[PAU:3C]어라!? [PAU:3C]이· 이건![TPL:D8]당신은\n[NAM:00] 님이 맞으시군요?\n[PAU:3C]이런 우연이 다 있나!\n이것도 [KATAKANA]밀피[HIRAGANA] 님의 인도일 테지요![FIN][JMP][PAL:8F][DF4]당신은\n[NAM:00] 님이 맞으시군요.\n[PAU:1E]모습을 바꾸셔도 저는 알아볼 수 있습니다.\n[PAU:3C]이것도 [KATAKANA]밀피[HIRAGANA] 님의 인도일 테지요![FIN][JMP][PAL:8F]···[PAU:3C]여기서는 사람들의 눈이 신경 쓰입니다.\n장소를 옮겨 자세한 이야기를\n나누도록 하지요.˳[NXT]가	early-story	translated
C0-069137	[DFT]어디서 들어온 거야?\n여기는 오면 [KATAKANA]안 돼[HIRAGANA].\n어서 돌아가! 돌아가![PAU:1E]쉿, 쉿!	npc-dialogue	translated
C0-069323	[DFT]아··· [KATAKANA]이봐[HIRAGANA], 너!\n혼자 도망치려고 한 거야?\n그건 너무하잖아!	npc-dialogue	translated
C0-06934E	[DFT]으[KATAKANA]아아아[HIRAGANA]악!\n왜 돌아온 거야!?[FIN]어쩔 수 없지···\n이번에는 제대로 가라!\n[NXT]ぞ···[NXT]ぎ자, 알겠지?\n[PAU:3C]하나·[PAU:3C]둘·[PAU:3C]셋![NXT]가	event-dialogue	translated
C0-0693A1	[DFT]오[KATAKANA]오[HIRAGANA]! 너냐?\n뭐야? [PAL:02][KATAKANA]열쇠[HIRAGANA][PAL:00]를 손에 넣었어?\n어디 있어?[FIN][PAL:02]장비해서 보여 줘.[PAL:00]\n사람에게 물건을 건넬 때는\n장비해서 보여 주는 게\n약속이란 말이야.˳	event-dialogue	translated
C0-069408	[DFT]오[KATAKANA]오[HIRAGANA]! 기다리고 있었다!\n오? 그게 [KATAKANA]열쇠[HIRAGANA]구나?\n잠깐 빌리마![FIN] [NAM:00]은\n[PAL:02] [KATAKANA]열쇠[HIRAGANA][PAL:00]를 빼앗겼다![FIN][PAL:00]헤헤헤.\n이제 떳떳하게 자유의 몸이다.\n고맙다.[FIN]뭐? 감시하던 녀석들?\n[PAL:02]아이들이 어쩌고 하더니\n[PAL:00]어디론가 가 버렸어.[FIN]그러고 보니 네 이름을\n아직 안 물어봤군.\n···뭐? [PAU:3C][NAM:00]!?\n[PAU:3C]···그래, 네가 그 아이였군···[FIN]아· 아니···[PAU:3C]그럼 난 간다.\n[PAU:1E]아··· 내 이름은 [PAL:02][NXT]ぞ[KATAKANA]코테츠[HIRAGANA][PAL:00][NXT]가라고 한다.\n[PAU:3C]또 만날 수도 있을 테니\n조금은 기억해 두라고.˳	event-dialogue	translated
C0-069522	[DFT]어이, 꼬마.\n너도 붙잡힌 거냐?\n혼자 이런 곳까지 오다니\n용감하기도 하구나.[FIN]동굴 안에 이런 수상한 녀석들이\n있을 줄은 꿈에도 몰랐겠지.[FIN]나도 인사 한마디 했다가\n이 꼴이 됐단다. 정말 어이없지?[TPL:D7]그런데 꼬마야,\n부탁 하나만 들어주겠니?\n무슨 부탁인데요?\n싫어요.[TER][CLR]이 빌어먹을 철구의\n[PAL:02][KATAKANA]열쇠[HIRAGANA][PAL:00]를 찾아 줘.[FIN][KATAKANA]게[HIRAGANA] 머리를 한 녀석이\n가지고 있을 거야.[FIN]어때,\n찾아다 줄 수 있겠니?\n네네.\n싫어요.[TER][CLR]그렇구나, 그렇구나.\n너도 여기서 나갈\n[KATAKANA]기회[HIRAGANA]인데 말이야.\n참 안됐구나.˳	event-dialogue	translated
C0-06966A	[DFT]뭐야?\n마음이 바뀐 거냐?\n맡겨만 주세요!\n불러 봤을 뿐이에요.[TER][CLR][NXT]ぞ········\n[NXT]가너 지금 나를\n놀리는 거냐?	event-dialogue	translated
C0-0696B4	[CLR]헤헤, 고맙다.\n말이 잘 통하는 녀석이군.\n출세하겠어.[FIN]잘 들어. 감시병의 눈은\n[KATAKANA]내가[HIRAGANA] 따돌려 둘 테니\n뒤쪽에 있는 [PAL:02][KATAKANA]광차[HIRAGANA][PAL:00]를 타고\n여기서 도망쳐.[FIN]하나, 둘, 셋 하면\n행동을 시작하는 거다.\n[NXT]ぞ···[NXT]ぎ준비됐지?\n[PAU:3C]하나·[PAU:3C]둘·[PAU:3C]셋![NXT]가	event-dialogue	translated
C0-069918	[DFT]뭐야, 너?\n새로 들어온 일꾼인가?\n네, 그렇[KATAKANA]습니[HIRAGANA]다.\n아니요.[TER][DFT][CLR]그래? 잘됐네, 잘됐어.\n뒤에 먼저 온 녀석이 있으니\n그 녀석과 함께 굴을 파.[FIN][JMP][BYTE:AB][BYTE:99][DFT][CLR]그래? 곤란하네.\n일단 일하고 있어.\n나중에 [KATAKANA]메타클럽[HIRAGANA] 님께\n어떻게 할지 물어볼 테니까.[FIN]뭐? 왜 굴을 파냐고?\n[KATAKANA]찾[HIRAGANA]··· 찾을 게 있어서 그래!\n아이들은 쓸데없는 걱정 하지 마!	event-dialogue	translated
C0-069A59	[DFT]뭐, 포기하고 일이나 해.\n성실하게 일하면\n너도 [KATAKANA]우리[HIRAGANA]처럼\n전투원이 될 수 있을지도 몰라.˳	npc-dialogue	translated
C0-069A94	[DFT][KATAKANA]이놈[HIRAGANA]!\n[KATAKANA]어슬렁어슬렁[HIRAGANA]하고 있으면\n너한테도 철구를\n달아 버린다!	npc-dialogue	translated
C0-069CC1	[DFT]어이[KATAKANA]이[HIRAGANA]!\n누구 거기 있나?\n[KATAKANA]보일러[HIRAGANA] 온도를\n조금 올려 줘![FIN]온도 올리는 법은 알지?\n거기 있는 [PAL:02][KATAKANA]보일러[HIRAGANA]의\n[KATAKANA]스위치[HIRAGANA]를 누르면\n온도가 올라간다[PAL:00]고.˳	event-dialogue	translated
C0-069D2B	[DFT][KATAKANA]스위치[HIRAGANA]를 못 찾겠어?\n신입인가 보군?\n왼쪽 뒤쪽에 있는\n[KATAKANA]보일러[HIRAGANA] 옆에 있잖아.˳	npc-dialogue	translated
C0-069DD2	[DFT]으[KATAKANA]아아아아아[HIRAGANA]악!\n좋아지고 있는데!˳	npc-dialogue	translated
C0-069DF0	[DFT]으[KATAKANA]아아아아아아아[HIRAGANA]악!\n으[KATAKANA]아아아아아아아[HIRAGANA]악!\n더 올려[KATAKANA]어어어[HIRAGANA]악!	npc-dialogue	translated
C0-069E18	[DFT]어··· 어이.\n조· 조금 너무\n온도를 올린 것 아니야?	npc-dialogue	translated
C0-069E3A	[DFT]으[KATAKANA]아아아아아아아아[HIRAGANA]악!\n그 이상 올리는 건\n그만둬[KATAKANA]어어어[HIRAGANA]악!	npc-dialogue	translated
C0-069F0C	[CLR]ˎ가ぐ다P별ぐぽ[BYTE:A7][BYTE:9F]ぐ[CLR]ˎ가ぐ다P별[DFT][KATAKANA]메타클럽[HIRAGANA]! 뭘 하고 있는 거냐?\n정시 보고 시간이다.\n[KATAKANA]꾸물꾸물[HIRAGANA]하지 마!	npc-dialogue	translated
C0-069F54	[DFT][NXT]즈······[NXT]가[KATAKANA]스크린[HIRAGANA]은\n아직도 수리하지 않은 거냐?\n흥··· 뭐, 좋다.[FIN]그런데 [E2:0054]\n이제 찾았나?\n네.\n무슨 말씀이신지요?[TER][CLR]그럼 왜 보고하지 않았지?\n[PAU:1E]흥.\n[PAU:1E]너는 늘\n허풍만 치는 것 같군.[FIN]그 동굴 안에\n[E2:0020]이 있다는 건\n명백하다.\n샅샅이 뒤져서라도 찾아내라![FIN]꾸물거리다가는\n[KATAKANA]게[HIRAGANA] 전골로 만들어 버리겠다!\n[JMP][BYTE:9E][BYTE:A0][CLR]뭘 멍하니 있는 거냐?\n그래도 네가\n[KATAKANA]해커[HIRAGANA] 간부 중 하나냐?[FIN]그 동굴 안에\n[E2:0000]이 있다는 건\n명백하다!\n샅샅이 뒤져서 찾아내라고![FIN]꾸물거리다가는\n[KATAKANA]게[HIRAGANA] 찜으로 만들어 버리겠다!\n[PAU:1E]알았으면 어서 가라.\n다음 보고도 잊지 말고!	event-dialogue	translated
