# C0 translation review sheet generated from the verified catalog.
# id	offset	slot length	category	priority	duplicate of	translation	Japanese
C0-05B668	0x05B668	0x00D4	early-story	P1		translated	[DFT][E2:073F]そかったな\n[PAU:1E]むこうにいたの\nお前の かあちゃんか?[FIN]若くて やさしそうで\nいいよなあ\nうちのかあちゃんなんか[NXT]じ···\n[NXT]が[PAU:1E]まあ いいや[FIN][KATAKANA]スクラップ[HIRAGANA]だけじゃ\nかわいそうだから これを\n持ってきてやったんだ\n[PAU:1E]お前に やるよ[TPL:D7] [NAM:00]は\n[PAL:02] 石1[PAL:00]を 手に入れた![TER][DFT]どうくつで 見つけたんだ\n[KATAKANA]キラキラ[HIRAGANA]して きれいだろ?\nこれで きげんなおせよな\nじゃ[PAU:1E] おいらは帰るからな˳
C0-05B73D	0x05B73D	0x0039	early-town	P2		pending	[DFT]···と言いたいけど\nお前 持ち物がいっぱいだな\n待っててやるから 片づけろよ\nだらしないやつだな˳
C0-05B785	0x05B785	0x013E	early-story	P1		translated	[DFT][E2:074F]んだ お前帰ってきたのか\nかあちゃんから きいたぜ\nたいへんだったな[FIN]お前 町長に 大切なものを\nとられたんだってな\n[PAU:1E]くやしくないのかよ?\nだまってないで 取り返せよ![FIN]おれ 町長會に入れる\n秘密の場所を 知ってるんだ\n[PAU:1E][PAL:02]警察の[KATAKANA]↓[HIRAGANA]の方に 小屋[PAL:00]があるだろ\n[PAU:1E]そこから 町長會に入れるんだ[FIN]べつに お前のためじゃないぞ\n[PAU:1E]あの町長には いつもかあちゃんが\n苦労させられてるから ひとつ\nぎゃふんと 言わせてやりたいんだ[FIN]おれ 小屋で待ってるから\nとにかく 来てみろよ\n[PAL:02]警察の[KATAKANA]↓[HIRAGANA]にある小屋[PAL:00]だぞ\n[PAU:20]じゃあ あとでなっ!
C0-05B8C4	0x05B8C4	0x001B	early-town	P2		pending	[DFT][E2:074F]んだ この[KATAKANA]ネズミ[HIRAGANA]\nまぬけな顔してるなあ˳
C0-05B961	0x05B961	0x006B	early-town	P2		pending	[DFT]なんだ お前は?\nなに?発明家だと!?\nそんなたわごとに だまされるか!\n本当は あの若ぞうの使いだろう[FIN]いいか!あの若ぞうに伝えておけ!\n今後 うちの娘に\nちょっかいを出すな とな!
C0-05B9CD	0x05B9CD	0x0023	early-town	P2		pending	[DFT]勝手に うちの中に\n入ってくるな!!\n出てけ!出てけ!!
C0-05B9F1	0x05B9F1	0x0070	early-town	P2		pending	[DFT][NXT]ぎお·おまえっ!!\nうちの娘を 知らないかっ?!\n書き置きを残して\n消えちまったんだっ!![FIN]読んでみてくれっ!\n[PAU:14][PAL:03] 彼といっしょに行きます\n ごめんなさい˳\n[PAL:00]ああっ!なんということだっ!![NXT]が
C0-05BA62	0x05BA62	0x003A	early-town	P2		pending	[DFT]おまえ···[PAU:1E][NXT]ぎじゃなくて きみっ!\nもし うちの娘を見かけたら\n連れもどしてくれ![PAU:1E]たのむっ!![NXT]が
C0-05BA9D	0x05BA9D	0x0060	early-town	P2		pending	[DFT]いやあ 今度うちの娘が\n[KATAKANA]コッカー[HIRAGANA]さんの息子さんと\nけっこんすることになりましてね[TPL:D7]さびしくなりますが\n[KATAKANA]コッカー[HIRAGANA]さんの息子さんは\nいい青年だし めでたい話ですよ˳
C0-05BAFE	0x05BAFE	0x0029	early-town	P2		pending	[DFT][KATAKANA]ネズミ[HIRAGANA]なんかに 私の気持ちが\nわかるものかっ!\nあっちに 行けっ!!
C0-05BB28	0x05BB28	0x001B	early-town	P2		pending	[DFT]お?\nおまえも いわってくれるのか?\nありがとうよ˳
C0-05BBC0	0x05BBC0	0x00D2	early-story	P1		translated	[DFT]どこから入ってきたの?\nでも うれしいわ\nおとうさんが うちに来た人を\nみんな追い返しちゃうから[FIN]ねえぼうや おねえさんの話を\n聞いてくれる?\n[PAL:00] いいよ 聞いてあげる\n 聞きたくないよ[TER][CLR]私ね 好きな人がいるんだけど\nおとうさんに 反対されてるの\n彼のうちと 私のうちが\n昔から仲が悪いからですって[FIN]··········\nこんな話\nぼうやには たいくつよね\nごめんなさいね˳
C0-05BC93	0x05BC93	0x0020	early-town	P2		pending	[CLR]···そうね\nぼうやには 關係ないものね\nごめんなさいね˳
C0-05BCB4	0x05BCB4	0x0078	early-town	P2		pending	[DFT]私ね もうすぐ この人と\nけっこんするのよ\n今日は けっこんしきの\nうちあわせにきてくれたのよ[FIN]おとうさんも よろこんでくれて\nけっこんしきの時には\n先祖代々伝わる [PAL:02]宝石[PAL:00]を\nくれるんですって 楽しみだわ˳
C0-05BD2D	0x05BD2D	0x0016	early-town	P2		pending	[DFT][KATAKANA]ネズミ[HIRAGANA]さん 私とっても\nしあわせよ˳
C0-05BD6A	0x05BD6A	0x0027	early-town	P2		pending	[DFT]彼女の おとうさんが\nけっこんをゆるしてくれて\n本当に よかったよ˳
C0-05BE6B	0x05BE6B	0x006C	early-town	P2		pending	[DFT]え?[PAU:1E]なに?\n[PAU:14]あたしは少し 耳が遠くてね\nもう少し大きな声で\n話しておくれ[FIN]え?[PAU:1E]発明家?\n[PAU:14]そうかい 若いのにえらいねえ\nじゃあ みんなのためになる\n発明をたくさんしておくれ˳
C0-05BED8	0x05BED8	0x0036	early-town	P2		pending	[DFT]どうも うちの息子が最近\n元気がなくてね···\n少し 話でも\n聞いてやってくれないかい?
C0-05BF0F	0x05BF0F	0x0043	early-town	P2		pending	[DFT]え?[PAU:1E]うちの息子かい?\n[PAU:1E]どこかに 行っちまったよ\n[PAU:1E]あたしは 言ってやったんだよ\nお前の好きにおし···ってね˳
C0-05BF53	0x05BF53	0x0069	early-town	P2		pending	[DFT][KATAKANA]ペプシ[HIRAGANA]さんには 悪いことをしたねえ\nあんなに 娘さんを\nかわいがっていたのに···[FIN]あたしも 年のせいか\n身のまわりのことをするのが\n大変でねえ 息子がいる時は\n楽だったんだけどねえ˳
C0-05BFBD	0x05BFBD	0x0041	early-town	P2		pending	[DFT]え?[PAU:1E]うちの息子かい?\n[PAU:1E][KATAKANA]ペプシ[HIRAGANA]さんの家に行ってるよ\n[PAU:1E]もうすぐ けっこんするんで\nその うちあわせらしいよ˳
C0-05BFFF	0x05BFFF	0x0043	early-town	P2		pending	[DFT][KATAKANA]ペプシ[HIRAGANA]さんのおじょうさんみたいな\nいい娘さんが およめさんに\nきてくれるなんて うれしくてね\n長生きは してみるもんだよ˳
C0-05C043	0x05C043	0x0030	early-town	P2		pending	[DFT]体の調子が 悪くてねえ···\nお手伝いさんでもいれば\n助かるんだけどねえ···˳
C0-05C074	0x05C074	0x00C0	early-story	P1		translated	[DFT]ひ·[PAU:1E]ひゃあっ\n[PAU:1E]なんだい その 大きいのは?!\n[PAU:1E]え?[PAU:1E]お手伝いをする ろぼっと?\n[PAU:14]そうかい いい子なんだねえ[FIN]あたしも最近 体の調子が\nよくなくってねえ···[FIN]そういう はたらきものが\nいてくれれば 助かるんだけどねえ\n おばあさんに貸してあげます\n 世の中うまくはいきません[TER][CLR]そうかい ありがとうよ\nこれで少しは 楽できそうだねえ˳
C0-05C135	0x05C135	0x000E	early-town	P2		pending	[CLR]そうかい ざんねんだねえ˳
C0-05C144	0x05C144	0x002E	early-town	P2		pending	[DFT]この子は 口はきけないけど\n気のやさしい いい子だねえ\nおかげで 助かってるよ˳
C0-05C173	0x05C173	0x002F	early-town	P2		pending	[DFT]···おやまあ [KATAKANA]ネズミ[HIRAGANA]だよ\n[KATAKANA]ネコ[HIRAGANA]に 追い回されないうちに\nとっとと お帰りよ˳
C0-05C214	0x05C214	0x0024	early-town	P2		pending	[DFT]ご主人さまは 息子さんを\nとても 心配してるんだ[KATAKANA]ニャ[HIRAGANA]˳
C0-05C239	0x05C239	0x006E	early-town	P2		translated	[DFT]ご主人さまの 息子さんは\n[KATAKANA]ペプシ[HIRAGANA]さんの娘さんと\nかけおちしちゃったんだ[KATAKANA]ニャン[HIRAGANA][FIN]ご主人さまは 心配のあまり\n病気になってしまったんだ[KATAKANA]ニャ[HIRAGANA]\nはげますことしかできなくて\nはがゆい[KATAKANA]ニャン[HIRAGANA]˳
C0-05C2A8	0x05C2A8	0x002B	early-town	P2		pending	[DFT]ご主人さまが うれしそうだと\n[KATAKANA]ネコ[HIRAGANA]のおいらまで\nうれしくなる [KATAKANA]ニャーン[HIRAGANA]˳
C0-05C328	0x05C328	0x0046	early-town	P2		pending	[CLR] がぐてがが[CMD:FD]ぐき┌ぐ[STR:0EC385]ぅぐぽえ[PAL:6B][DFT][PAL:02] 南の島に ばけ[KATAKANA]ー[HIRAGANA]しょんに\n でかけています\n\n      [KATAKANA]ステラ[HIRAGANA]おばさん[PAL:00]
C0-05C403	0x05C403	0x007B	early-town	P2		translated	[DFT][NXT]ぎおやっ\n[PAU:1E]あんたが となりにこしてきた\n発明家の お[KATAKANA]チビ[HIRAGANA]ちゃんだねっ\nまだ子供なのに えらいねえ˳[FIN]おばさんにできることがあれば\nなんでも 相談おしっ!\nおばさんは あんたみたいな\nがんばり屋さんの 味方だよ˳[NXT]が
C0-05C47F	0x05C47F	0x0071	early-town	P2		translated	[DFT][NXT]ぎところで お[KATAKANA]チビ[HIRAGANA]ちゃん\n町長の うわさは聞いたかい?\n美人の秘書がきてから\n[KATAKANA]ロク[HIRAGANA]に仕事をしやしないのさ[FIN]まったく 困ったもんさ\nお[KATAKANA]チビ[HIRAGANA]ちゃんは ああいう\n大人になったら だめだよ![NXT]が
C0-05C4F1	0x05C4F1	0x007C	early-town	P2		translated	[DFT][NXT]ぎああ お[KATAKANA]チビ[HIRAGANA]ちゃん\nあんた 町長さん所の\n発明家とかいう人に\n会ったんだって?[FIN]発明家の先生は どうだった?\nこの町に有名な人がくるなんて\nそんなに ないことだから\n町長も 大はりきりだろうね˳[NXT]が
C0-05C56E	0x05C56E	0x0044	early-town	P2		pending	[DFT][NXT]ぎで そのなんとかって発明家は\nそんなに 有名な人なのかい?\n芸能人のことだったら\nあたしも わかるけどねえ˳[NXT]が
C0-05C5B3	0x05C5B3	0x0078	early-town	P2		translated	[DFT][NXT]ぎお[KATAKANA]チビ[HIRAGANA]ちゃん 聞いたかい?\n町の子供たちが\n河原のどうくつで 行方不明に\nなったんだってさあ[FIN]ちゃんと 無事なんだろうかねえ\nその子の おかあさんの\n心配を考えると\nあたしは かわいそうでねえ˳[NXT]が
C0-05C62C	0x05C62C	0x0061	early-town	P2		translated	[DFT][NXT]じ···[NXT]ぎお[KATAKANA]チビ[HIRAGANA]ちゃ[KATAKANA]ー[HIRAGANA]ん!\nうわさは 聞いてるよっ!\nおてがらだったね![FIN]あんた まだ小さいのに\nよく がんばったよね\nえらいねえ えらいねえ\nこれからも がんばるんだよ![NXT]が
C0-05C68E	0x05C68E	0x009A	early-story	P1		translated	[DFT][NXT]ぎああ お[KATAKANA]チビ[HIRAGANA]ちゃん!\nいい所にきたね!\nあんた 知ってるかい?[FIN]最近 あんたの\nとうさんの 家の近くで\n黒い服の あやしい奴らが\nうろついているって評判だよ[FIN]とうさんは めんどうなことに\nまきこまれてやしないかい?\nたまには 樣子を見に\n行ってやらなきゃだめだよ˳[NXT]が
C0-05C729	0x05C729	0x006F	early-town	P2		translated	[DFT][NXT]ぎお[KATAKANA]チビ[HIRAGANA]ちゃん!聞いたよ\nあのうわさは 本当なのかい?\nああ あんた やっぱりひとりで\n苦労していたんだねえ[FIN]でも すなおに自首した方がいいよ\nなんだったら おばさんが\nついていってあげようか?[NXT]が
C0-05C799	0x05C799	0x006F	early-town	P2		translated	[DFT][NXT]ぎお[KATAKANA]チビ[HIRAGANA]ちゃんっ!きいたよっ!\nあんた 無実だったんだってね\nおまけに にせ町長をやっつけた\nそうじゃないか?[FIN]つらかったろうに えらかったね\nおばさんは 感動して思わず\nなみだが出ちゃったよ˳[NXT]が
C0-05C809	0x05C809	0x002E	early-town	P2		pending	[DFT][NXT]ぎああっ!びっくりした!\nおばさん 気が小さいんだから\nおどかさないでおくれよ![NXT]が
C0-05C838	0x05C838	0x0025	early-town	P2		pending	[DFT][NXT]ぎおや 人なつっこい[KATAKANA]ネズミ[HIRAGANA]だね\nおなかでも すいてるのかい?[NXT]が
C0-05C888	0x05C888	0x0055	early-story	P1		translated	[DFT] [NAM:00]は\n[PAL:02] ┌すてきな おばさん┘[PAL:00]の\n 本を みつけた˳[FIN][PAL:02][KATAKANA]╔今月[HIRAGANA]の特集\n [KATAKANA]ヨーグルト[HIRAGANA]きのこで\n 今日から [KATAKANA]ヘルシーダイエット╝[HIRAGANA][PAL:00]
C0-05C8DE	0x05C8DE	0x001A	early-town	P2		pending	[DFT] 変なきのこが\n たくさん 入っている···˳
C0-05C939	0x05C939	0x003F	early-story	P1		translated	[DFT] [NAM:00]は\n[PAL:02] 古い[KATAKANA]アルバム[HIRAGANA][PAL:00]をみつけた\n [KATAKANA]アルバム[HIRAGANA]の中の 若いころの\n おばあさんは とてもきれいだった˳
C0-05C979	0x05C979	0x00B4	early-story	P1		translated	[DFT] [NAM:00]は\n[PAL:02] 日記[PAL:00]をみつけた!\n 日記は 青年のものらしい[TPL:D7][PAL:02] [KATAKANA]*月*日[HIRAGANA]\n 今日も 彼女の家に行ったが\n また 彼女のおやじさんに\n 門前ばらいにされた···[FIN] 彼女の家と ぼくの家が\n 昔 仲が悪かったからと言って\n ぼくらに 何の關係があるんだ?\n ご先祖さまを うらむよ˳[PAL:00]
C0-05CA2E	0x05CA2E	0x0076	early-town	P2		pending	[DFT][PAL:02] [KATAKANA]*月*日[HIRAGANA]\n 彼女と この町を出ることにした\n 彼女といっしょになるには\n 他に 方法が見つからなかった[FIN] 残される かあさんのことだけが\n 気がかりで 仕方ない\n ごめんなさい かあさん˳[PAL:00]
C0-05CAA5	0x05CAA5	0x0074	early-town	P2		pending	[DFT][PAL:02] [KATAKANA]*月*日[HIRAGANA]\n そろそろ 彼女とけっこんしきの\n うちあわせをはじめることになった\n しきの日が 今から楽しみだ[FIN] ふたりをめぐりあわせてくれた\n 神樣に 心の底から\n かんしゃせずにはいられない˳[PAL:00]
C0-05CD0D	0x05CD0D	0x0025	early-town	P2		pending	[DFT]なんだね きみは?\n勝手に警察の中に\n入ってきちゃいかんよ˳
C0-05CD33	0x05CD33	0x00AA	early-story	P1		translated	[DFT]町長のものを取るなんて\n[KATAKANA]バカ[HIRAGANA]なことをしたもんだな\n[PAU:1E]さあっ [PAU:1E]これは町長に返すんだよ[FIN] [NAM:00]は\n[PAL:02] 石1[PAL:00]を うばわれた![FIN] [NAM:00]は\n[PAL:02] 石2[PAL:00]を うばわれた![FIN] [NAM:00]は\n[PAL:02] 石3[PAL:00]を うばわれた![FIN]お前のことを どうするかは\n町長が 決めるだろう\nそれまで そこで\n頭でも 冷やしてろ!
C0-05CDDE	0x05CDDE	0x0031	early-town	P2		pending	[DFT]こらっ!\n何を どたばたしているんだ?\nおとなしくしていないと\nなわで ぐるぐるまきにするぞ!
C0-05CE10	0x05CE10	0x0041	early-town	P2		pending	[DFT][NXT]ぞ········い·[NXT]ぎいないっ\n[PAU:28][NXT]がどうしよう···\n町長に おこられてしまう\n給料 下げられちゃうかなあ˳
C0-05CE52	0x05CE52	0x0037	early-town	P2		pending	[DFT]···[PAU:30]なんだっ!\nいるじゃないかっ!\nまったく 人さわがせなっ!!\nいいか!おとなしくしているんだぞ!
C0-05CE8A	0x05CE8A	0x003C	early-town	P2		pending	[DFT]···まったく\nいつのまににげだしたんだっ?\nにげれば つみが重くなるんだぞ!\n今度こそ おとなしくしていろよ!
C0-05CEC7	0x05CEC7	0x0041	early-town	P2		pending	[DFT]町長が さっき見えてな\n君は 無実だって話していったよ\nこれで おれの給料も下がらないし\nまあ よかったな˳
C0-05CF2C	0x05CF2C	0x003A	early-town	P2		pending	[DFT]あの [KATAKANA]ペッパー[HIRAGANA]とかいう男\n天才科学者なんて\n大[KATAKANA]ウソ[HIRAGANA]だったんだよ\nどうりで 変だと思った!
C0-05CF8A	0x05CF8A	0x005D	early-town	P2		translated	[DFT]爆発の[KATAKANA]ショック[HIRAGANA]で\n[PAL:02]どうくつの入口の 上の方に\n大きな穴が あいていた[PAL:00]んだ[FIN]今 そこから どうくつの中に\n入ってみようかと\n話しあっている所なんだ˳
C0-05CFF8	0x05CFF8	0x0056	early-town	P2		pending	[CLR]ぐる[CMD:F3][STR:028001]ぐ[BYTE:97]報ぐぽぞ[CLR]ぅ[DFT]むむっ\nなんだ お前か![FIN]今は 例の河原の\n子供たちを 救出するための\n会誄中なんだ\n用がないのなら 帰れ!
C0-05D05B	0x05D05B	0x006F	early-story	P1		translated	[CLR]ぐ[TER]策ぐGぞわ[CLR]ぅぐぽぇ[CLR]店[DFT] よく見ると かべになにか\n らくがきがしてある[FIN][PAL:02] せめて [KATAKANA]ネズミ[HIRAGANA]にでもなれたら\n おまわりが きたすきに\n にげちまうのになあ···\n 人間って せつないなあ···˳[PAL:00]
C0-05D239	0x05D239	0x002F	early-town	P2		pending	[DFT]町長に面会ですか?\n町長は このおくのつきあたりの\n部屋にいらっしゃいます˳
C0-05D269	0x05D269	0x0052	early-town	P2		translated	[DFT]町長には お会いになりました?\n町長のとなりにいらっしゃったのが\n新しい秘書の[PAL:03][KATAKANA]ローズ[HIRAGANA][PAL:00]さんで\n美人で有能と 評判なんですよ˳
C0-05D2BC	0x05D2BC	0x007F	early-story	P1		translated	[DFT]あら [NAM:00]さん\nこのあたりに来ない方がいいわよ\nあなたの疑いは まだ\nはれていないんでしょ?[FIN]でもね [PAU:1E]あなたがつかまってから\n町長のようすが 変なの···\n人が変わったように 仕事をするし\nかえって気味が悪くてねえ···˳
