# English physical dialogue catalog; translation fields are intentionally blank until review.
record_id	region	start_offset	terminator_offset	length_without_terminator	raw_hex	control_summary	ascii_chars	line_breaks	page_breaks	has_highlight	classification	english	korean_translation	translation_status	required_hangul	missing_hangul	length_delta
EN-0592A2	main-dialogue-1	0x0592A2	0x0592E0	62	D7 E3 2A E3 13 E3 00 69 6E 76 65 6E 74 6F 72 21 21 CD 41 6D 61 7A 69 6E 67 2C 20 61 6E 20 69 6E 76 65 6E 74 6F 72 21 CD 49 20 E3 3F 61 64 6D 69 72 65 20 79 6F 75 21 CD 57 6F 77 2E 2E 2E	00:1 13:1 CD:3 D7:1 E3:4	52	3	0	False	confirmed-record	[TOP][E3]*[E3][13][E3][00]inventor!!\nAmazing, an inventor!\nI [E3]?admire you!\nWow...		pending			
EN-059364	main-dialogue-1	0x059364	0x0593D5	113	D7 E3 31 C9 1E E3 1C 79 6F 75 CD 44 72 2E E3 32 73 6F 6E 3F CD 44 72 2E E3 E3 75 73 65 64 20 74 6F CD 6C 69 76 65 20 69 6E 20 E3 0E 74 6F 77 6E 2E D1 E3 28 E3 44 E3 87 66 61 69 6C 65 64 CD 69 74 20 E3 3F E3 AA 61 20 73 74 69 72 2E CD C9 1E 54 68 65 6E 20 68 65 20 E3 C0 74 6F CD 61 20 E3 93 6F 75 74 73 69 64 65 20 6F 66 20 74 6F 77 6E 2E	0E:1 1C:1 1E:2 87:1 93:1 AA:1 C0:1 C9:2 CD:6 D1:1 D7:1 E3:13	82	6	1	False	confirmed-record	[TOP][E3]1[C9][1E][E3][1C]you\nDr.[E3]2son?\nDr.[E3][E3]used to\nlive in [E3][0E]town.\f[E3]([E3]D[E3][87]failed\nit [E3]?[E3][AA]a stir.\n[C9][1E]Then he [E3][C0]to\na [E3][93]outside of town.		pending			
EN-0593D6	main-dialogue-1	0x0593D6	0x059402	44	D7 E3 28 E3 13 E3 7D CD 74 72 79 20 65 76 65 72 79 74 68 69 6E 67 2C CD E3 08 E3 07 77 6F 72 72 79 CD E3 0A 66 61 69 6C 75 72 65 2E	07:1 08:1 0A:1 13:1 CD:3 D7:1 E3:6	30	3	0	False	confirmed-record	[TOP][E3]([E3][13][E3]}\ntry everything,\n[E3][08][E3][07]worry\n[E3][0A]failure.		pending			
EN-059403	main-dialogue-1	0x059403	0x059481	126	D7 4E 69 63 65 20 77 65 61 74 E3 F6 74 6F 64 61 79 2E CD 57 61 6E 74 20 74 6F 20 E3 3D 61 20 77 68 69 6C 65 3F CD 20 53 75 72 65 2E CD 20 E3 BA 74 68 61 6E 6B 73 2E CC D7 E3 2E E3 88 61 6D 20 49 20 E3 71 77 65 74 3F CD 4C 65 67 65 6E 64 20 73 61 79 73 20 77 61 74 65 72 20 6F 6E 6C 79 CD 66 61 6C 6C 73 20 6F 6E 20 E3 00 68 61 6E 64 73 6F 6D 65 2E CD 48 61 20 68 61 20 68 61 2E	00:1 88:1 BA:1 CC:1 CD:6 D7:2 E3:7 F6:1	106	6	0	False	confirmed-record	[TOP]Nice weat[E3][F6]today.\nWant to [E3]=a while?\n Sure.\n [E3][BA]thanks.[CC][TOP][E3].[E3][88]am I [E3]qwet?\nLegend says water only\nfalls on [E3][00]handsome.\nHa ha ha.		pending			
EN-05952F	main-dialogue-1	0x05952F	0x05954E	31	D7 DC 09 2E 2E 2E 2E 2E 2E DC 00 48 75 68 3F CD 53 6F 6D 65 62 6F 64 79 20 63 E3 71 6D 65 3F	00:1 09:1 CD:1 D7:1 DC:2 E3:1	24	1	0	False	confirmed-record	[TOP][DC][09]......[DC][00]Huh?\nSomebody c[E3]qme?		pending			
EN-05954F	main-dialogue-1	0x05954F	0x05955E	15	D7 E3 31 6D 69 63 65 20 E3 1C 63 75 74 65 2E	1C:1 D7:1 E3:2	11	0	0	False	confirmed-record	[TOP][E3]1mice [E3][1C]cute.		pending			
EN-0596DE	main-dialogue-1	0x0596DE	0x059791	179	D7 E3 6B E3 01 44 72 2E 41 6B 69 68 61 62 61 72 61 60 73 CD 73 6F 6E 3F 20 E3 A9 73 61 79 CD E3 01 E3 35 E3 C0 74 6F CD E3 0E 74 6F 77 6E 2E D1 E3 40 E3 AF 69 6E 76 65 6E 74 69 6F 6E 73 CD 63 65 72 74 61 69 6E 6C 79 20 E3 AA 6D 65 CD 61 20 6C 6F 74 20 6F 66 20 74 72 6F 75 62 6C 65 2E D1 E3 09 E3 8E 63 61 E3 B9 61 20 6C 6F 74 CD 6F 66 20 74 72 6F 75 62 6C 65 20 74 6F 6F 2E CD 49 20 E3 07 E3 AC 68 6F 77 20 6F 6C 64 D1 E3 01 61 72 65 2E 20 49 66 20 E3 01 6D 65 73 73 20 75 70 2C CD E3 06 E3 26 79 6F 75 2E CD 57 61 74 63 68 20 69 74 21	01:4 06:1 07:1 09:1 0E:1 8E:1 A9:1 AA:1 AC:1 AF:1 B9:1 C0:1 CD:9 D1:3 D7:1 E3:19	132	9	3	False	confirmed-record	[TOP][E3]k[E3][01]Dr.Akihabara`s\nson? [E3][A9]say\n[E3][01][E3]5[E3][C0]to\n[E3][0E]town.\f[E3]@[E3][AF]inventions\ncertainly [E3][AA]me\na lot of trouble.\f[E3][09][E3][8E]ca[E3][B9]a lot\nof trouble too.\nI [E3][07][E3][AC]how old\f[E3][01]are. If [E3][01]mess up,\n[E3][06][E3]&you.\nWatch it!		pending			
EN-059792	main-dialogue-1	0x059792	0x0597D2	64	D7 E3 FA E3 6C E3 66 74 6F CD 73 61 79 3F 20 E3 36 E3 05 66 61 74 68 65 72 CD E3 AA 61 20 6C 6F 74 20 6F 66 20 70 72 6F 62 6C 65 6D 73 2E CD E3 0B 61 20 73 6C 79 20 6F 6E 65 2C 20 74 6F 6F 2E	05:1 0B:1 AA:1 CD:3 D7:1 E3:7 FA:1	49	3	0	False	confirmed-record	[TOP][E3][FA][E3]l[E3]fto\nsay? [E3]6[E3][05]father\n[E3][AA]a lot of problems.\n[E3][0B]a sly one, too.		pending			
EN-0597D3	main-dialogue-1	0x0597D3	0x0597FC	41	D7 48 6D 6D 70 68 2E 2E 2E CD E3 B4 E3 99 62 65 20 61 CD E3 39 E3 C1 75 73 65 66 75 6C CD E3 C9 E3 05 66 61 74 68 65 72 2E	05:1 99:1 B4:1 C1:1 C9:1 CD:3 D7:1 E3:6	26	3	0	False	confirmed-record	[TOP]Hmmph...\n[E3][B4][E3][99]be a\n[E3]9[E3][C1]useful\n[E3][C9][E3][05]father.		pending			
EN-0598F0	main-dialogue-1	0x0598F0	0x059925	53	D7 48 65 79 21 20 E3 88 E3 1C 79 6F 75 CD 68 61 6E 67 69 6E 67 20 E3 70 61 CD E3 93 E3 2D 74 68 69 73 21 3F CD C9 1E 47 6F 20 E3 3E 74 6F 20 6A 61 69 6C 21 21	1C:1 1E:1 88:1 93:1 C9:1 CD:3 D7:1 E3:6	38	3	0	False	confirmed-record	[TOP]Hey! [E3][88][E3][1C]you\nhanging [E3]pa\n[E3][93][E3]-this!?\n[C9][1E]Go [E3]>to jail!!		pending			
EN-059926	main-dialogue-1	0x059926	0x059995	111	D7 48 65 79 21 20 E3 6B E3 01 E3 00 C9 28 77 61 6E 74 65 64 20 6D 61 6E CD C2 00 3F D1 D3 E5 A7 D7 49 20 E3 58 E3 0A 79 6F 75 2E D1 E3 03 65 6D 62 61 72 72 61 73 73 65 64 20 61 62 6F 75 74 CD 69 67 6E 6F 72 69 6E 67 CD E3 00 66 61 63 74 73 20 E3 08 61 72 72 65 73 74 69 6E 67 CD 61 6E 20 69 6E 6E 6F 63 65 6E 74 20 6D 61 6E 2E 2E 2E	00:3 01:1 03:1 08:1 0A:1 A7:1 C2:1 C9:1 CD:4 D1:2 D3:1 D7:2 E3:8 E5:1	83	4	2	False	confirmed-record	[TOP]Hey! [E3]k[E3][01][E3][00][C9](wanted man\n[NAME]?\f[D3][E5][A7][TOP]I [E3]X[E3][0A]you.\f[E3][03]embarrassed about\nignoring\n[E3][00]facts [E3][08]arresting\nan innocent man...		pending			
EN-059996	main-dialogue-1	0x059996	0x0599E6	80	D7 E3 04 6B 69 64 73 20 E3 02 62 65 65 6E CD 74 65 72 72 6F 7A 69 6E 67 20 66 6F 6C 6B 73 CD E3 10 61 20 73 74 72 61 6E 67 65 20 68 6F 72 6E 2E D1 53 6F 6D 65 68 6F 77 20 E3 03 E3 25 74 6F CD E3 02 74 6F 20 63 61 74 63 68 20 74 68 65 6D 21	02:2 03:1 04:1 10:1 CD:3 D1:1 D7:1 E3:6	64	3	1	False	confirmed-record	[TOP][E3][04]kids [E3][02]been\nterrozing folks\n[E3][10]a strange horn.\fSomehow [E3][03][E3]%to\n[E3][02]to catch them!		pending			
EN-0599E7	main-dialogue-1	0x0599E7	0x059A30	73	D7 54 68 6F 73 65 20 6B 69 64 73 20 68 61 76 65 CD 6D 65 6E 64 65 64 20 E3 CB 77 61 79 73 2E CD 49 66 20 65 76 65 72 79 E3 78 E3 2B 64 6F 20 74 68 61 74 2C CD E3 DB 77 6F 75 6C 64 6E 60 74 20 E3 56 70 6F 6C 69 63 65 2E	CB:1 CD:3 D7:1 DB:1 E3:5	62	3	0	False	confirmed-record	[TOP]Those kids have\nmended [E3][CB]ways.\nIf every[E3]x[E3]+do that,\n[E3][DB]wouldn`t [E3]Vpolice.		pending			
EN-059A31	main-dialogue-1	0x059A31	0x059A51	32	D7 E3 31 79 6F 75 21 20 59 6F 75 60 72 65 CD 6D 6F 63 6B 69 6E 67 20 E3 00 70 6F 6C 69 63 65 21	00:1 CD:1 D7:1 E3:2	27	1	0	False	confirmed-record	[TOP][E3]1you! You`re\nmocking [E3][00]police!		pending			
EN-059A52	main-dialogue-1	0x059A52	0x059A89	55	D7 E3 31 61 20 6D 6F 75 73 65 2E 2E 2E CD 45 76 65 6E 20 61 20 E3 90 67 65 74 73 CD E3 00 73 61 6D 65 20 70 75 6E 69 73 68 6D 65 6E 74 CD 69 66 20 E3 13 62 61 64 21	00:1 13:1 90:1 CD:3 D7:1 E3:4	44	3	0	False	confirmed-record	[TOP][E3]1a mouse...\nEven a [E3][90]gets\n[E3][00]same punishment\nif [E3][13]bad!		pending			
EN-059A8A	main-dialogue-1	0x059A8A	0x059B5C	210	D7 E0 18 2E 2E 2E E3 03 61 73 6B 69 6E 67 20 E3 01 61 62 6F 75 74 CD E3 00 6C 69 67 68 74 21 D1 C3 02 42 6F 79 3A CD C3 00 E3 88 E3 0F 49 20 67 6F 20 74 6F CD E3 00 72 69 76 65 72 3F 20 49 20 E3 29 74 6F CD E3 5E E3 23 66 65 6C 6C 21 D1 C3 02 50 6F 6C 69 63 65 6D 61 6E 3A CD C3 00 45 76 65 72 79 6F 6E 65 2C 20 63 61 6C 6D 20 64 6F 77 6E 21 CD C9 1E 41 20 C3 02 4C 69 67 68 74 C3 00 20 66 65 6C 6C 20 62 79 20 E3 00 C3 02 43 61 76 65 C3 00 2E D1 57 65 20 E3 07 E3 3B 77 68 61 74 CD 69 74 20 77 61 73 2E 20 E3 0D E3 86 74 6F CD 67 6F 20 74 68 65 72 65 21 20 E3 FF 77 61 69 74 CD 68 65 72 65 2C 20 E3 06 E3 D8 69 74 20 6F 75 74 2E	00:7 01:1 02:4 03:1 06:1 07:1 0D:1 0F:1 18:1 1E:1 86:1 88:1 C3:8 C9:1 CD:9 D1:3 D7:1 D8:1 E0:1 E3:17 FF:1	147	9	3	True	confirmed-record	[TOP][SPEAKER:18]...[E3][03]asking [E3][01]about\n[E3][00]light!\f[YELLOW]Boy:\n[/HIGHLIGHT][E3][88][E3][0F]I go to\n[E3][00]river? I [E3])to\n[E3]^[E3]#fell!\f[YELLOW]Policeman:\n[/HIGHLIGHT]Everyone, calm down!\n[C9][1E]A [YELLOW]Light[/HIGHLIGHT] fell by [E3][00][YELLOW]Cave[/HIGHLIGHT].\fWe [E3][07][E3];what\nit was. [E3][0D][E3][86]to\ngo there! [E3][FF]wait\nhere, [E3][06][E3][BOTTOM]it out.		pending			
EN-059BEE	main-dialogue-1	0x059BEE	0x059C4A	92	D7 54 6F 77 6E 20 6E 65 77 73 70 61 70 65 72 73 20 61 72 65 CD 6F 6E 20 E3 00 62 75 6C 6C 65 74 69 6E 20 62 6F 61 72 64 2E D1 49 20 E3 2D 74 6F 20 E3 D1 C3 03 4D 69 6E 74 60 73 CD C3 00 61 72 74 69 63 6C 65 73 2E 20 53 E3 41 61 20 67 72 65 61 74 CD 72 65 70 6F 72 74 65 72 2E	00:2 03:1 C3:2 CD:3 D1:2 D7:1 E3:4	77	3	2	True	confirmed-record	[TOP]Town newspapers are\non [E3][00]bulletin board.\fI [E3]-to [E3]\f[PINK]Mint`s\n[/HIGHLIGHT]articles. S[E3]Aa great\nreporter.		pending			
EN-059C4B	main-dialogue-1	0x059C4B	0x059C8E	67	D7 4D 69 6E 74 3F 2E 2E 2E CD 49 6E 66 6F 72 6D 61 74 69 6F 6E 20 67 61 74 68 65 72 69 6E 67 2E 2E 2E CD 53 E3 41 6D 79 20 6A 6F 79 2E 2E 2E CD 53 68 65 20 6D 61 6B 65 73 20 6D 65 20 68 61 70 70 79 21	CD:3 D7:1 E3:1	62	3	0	False	confirmed-record	[TOP]Mint?...\nInformation gathering...\nS[E3]Amy joy...\nShe makes me happy!		pending			
EN-059C8F	main-dialogue-1	0x059C8F	0x059CBF	48	D7 49 73 6E 60 74 20 4D 69 6E 74 20 67 72 65 61 74 3F 21 CD 49 20 68 6F 70 65 20 E3 66 62 61 64 CD 68 61 70 70 65 6E 73 20 74 6F 20 68 65 72 2E	CD:2 D7:1 E3:1	44	2	0	False	confirmed-record	[TOP]Isn`t Mint great?!\nI hope [E3]fbad\nhappens to her.		pending			
EN-059CC0	main-dialogue-1	0x059CC0	0x059D00	64	D7 E3 04 E3 CD E3 11 77 61 73 CD 73 77 69 74 63 68 65 64 20 E3 10 61 20 66 61 6B 65 20 6F 6E 65 2C CD E3 22 4D 69 6E 74 20 E3 2F 6F 75 74 CD E3 0A 69 74 2E 20 53 E3 41 61 6D 61 7A 69 6E 67 21	04:1 0A:1 10:1 11:1 CD:4 D7:1 E3:8	47	4	0	False	confirmed-record	[TOP][E3][04][E3]\n[E3][11]was\nswitched [E3][10]a fake one,\n[E3]"Mint [E3]/out\n[E3][0A]it. S[E3]Aamazing!		pending			
EN-059D01	main-dialogue-1	0x059D01	0x059D36	53	D7 45 76 65 6E 20 69 66 20 E3 1B 72 61 69 6E 69 6E 67 2C 20 69 66 CD 49 20 E3 14 E3 D1 4D 69 6E 74 60 73 CD 61 72 74 69 63 6C 65 73 20 E3 03 68 61 70 70 79 2E	03:1 14:1 1B:1 CD:2 D1:1 D7:1 E3:4	42	2	1	False	confirmed-record	[TOP]Even if [E3][1B]raining, if\nI [E3][14][E3]\fMint`s\narticles [E3][03]happy.		pending			
EN-059E16	main-dialogue-1	0x059E16	0x059E5E	72	D7 E3 24 E3 16 61 20 70 65 61 63 65 66 75 6C 20 74 6F 77 6E CD 75 6E 74 69 6C 20 E3 00 E3 46 63 61 6D 65 CD E3 A3 E3 1B 64 61 6E 67 65 72 6F 75 73 2E 20 42 65 CD E3 AB 74 6F 20 6C 6F 63 6B 20 E3 05 64 6F 6F 72 73 2E	00:1 05:1 16:1 1B:1 A3:1 AB:1 CD:3 D7:1 E3:8	54	3	0	False	confirmed-record	[TOP][E3]$[E3][16]a peaceful town\nuntil [E3][00][E3]Fcame\n[E3][A3][E3][1B]dangerous. Be\n[E3][AB]to lock [E3][05]doors.		pending			
EN-059E5F	main-dialogue-1	0x059E5F	0x059EA5	70	D7 E3 09 E3 3B C3 02 45 69 6E 73 74 C3 00 3F CD E3 1A 63 6F 6D 69 6E 67 20 68 65 72 65 2E 20 49 CD 67 75 65 73 73 20 E3 41 66 61 6D 6F 75 73 2C 20 62 75 74 CD E3 53 6E 65 76 65 72 20 E3 58 6F 66 20 68 69 6D 2E	00:1 02:1 09:1 1A:1 C3:2 CD:3 D7:1 E3:6	54	3	0	True	confirmed-record	[TOP][E3][09][E3];[YELLOW]Einst[/HIGHLIGHT]?\n[E3][1A]coming here. I\nguess [E3]Afamous, but\n[E3]Snever [E3]Xof him.		pending			
EN-059EA6	main-dialogue-1	0x059EA6	0x059EF2	76	D7 E3 6B E3 01 E3 00 E3 78 E3 A0 66 6F 75 6E 64 CD E3 00 E3 6F 63 68 69 6C 64 72 65 6E 3F D1 48 61 64 20 49 20 6B 6E 6F 77 6E 20 74 68 65 72 65 CD E3 16 61 20 72 65 77 61 72 64 2C 20 49 CD E3 2B E3 02 E3 F8 68 61 72 64 65 72 2E	00:2 01:1 02:1 16:1 A0:1 CD:3 D1:1 D7:1 E3:11 F8:1	53	3	1	False	confirmed-record	[TOP][E3]k[E3][01][E3][00][E3]x[E3][A0]found\n[E3][00][E3]ochildren?\fHad I known there\n[E3][16]a reward, I\n[E3]+[E3][02][E3][F8]harder.		pending			
EN-059EF3	main-dialogue-1	0x059EF3	0x059F5C	105	D7 E3 17 E3 01 6B 6E 6F 77 3F CD E3 5C E3 02 67 6F 74 74 65 6E CD C3 02 46 72 65 65 20 E3 49 49 73 6C 65 20 56 61 63 61 74 69 6F 6E C3 00 CD 6C 65 74 74 65 72 73 20 69 6E 20 E3 00 6D 61 69 6C 2E D1 E3 34 49 20 E3 F0 E3 26 6F 6E 65 2E CD E3 88 E3 07 E3 CC 74 68 69 6E 67 73 CD 65 76 65 72 20 E3 20 74 6F 20 6D 65 3F	00:2 01:1 02:2 07:1 17:1 88:1 C3:2 CC:1 CD:5 D1:1 D7:1 E3:13 F0:1	73	5	1	True	confirmed-record	[TOP][E3][17][E3][01]know?\n[E3]\[E3][02]gotten\n[YELLOW]Free [E3]IIsle Vacation[/HIGHLIGHT]\nletters in [E3][00]mail.\f[E3]4I [E3][F0][E3]&one.\n[E3][88][E3][07][E3][CC]things\never [E3] to me?		pending			
EN-059F5D	main-dialogue-1	0x059F5D	0x059F9F	66	D7 E3 04 E3 11 E3 18 63 68 61 6E 67 65 64 2E CD E3 1A 73 74 61 72 74 65 64 20 77 6F 72 6B 69 6E 67 CD 68 61 72 64 2E 20 E3 09 6E 65 76 65 72 20 E3 3B 77 68 61 74 CD E3 8E E3 7B E3 05 6C 69 66 65 2E	04:1 05:1 09:1 11:1 18:1 1A:1 8E:1 CD:3 D7:1 E3:9	46	3	0	False	confirmed-record	[TOP][E3][04][E3][11][E3][18]changed.\n[E3][1A]started working\nhard. [E3][09]never [E3];what\n[E3][8E][E3]{[E3][05]life.		pending			
EN-059FA0	main-dialogue-1	0x059FA0	0x059FC6	38	D7 E3 62 E3 55 E3 11 77 61 73 CD 61 20 66 61 6B 65 2E 20 E3 5C 64 6F 6E 60 74 CD E3 7B E3 15 65 61 73 69 6C 79 2E	11:1 15:1 CD:2 D7:1 E3:6	27	2	0	False	confirmed-record	[TOP][E3]b[E3]U[E3][11]was\na fake. [E3]\don`t\n[E3]{[E3][15]easily.		pending			
EN-059FC7	main-dialogue-1	0x059FC7	0x05A011	74	D7 57 68 69 6C 65 20 49 20 E3 16 77 61 6C 6B 69 6E 67 CD E3 3A 6B 69 64 73 20 73 63 61 72 65 64 20 6D 65 20 62 79 CD 62 6C 6F 77 69 6E 67 20 6F 6E 20 61 20 68 6F 72 6E 2E CD 57 61 73 20 49 20 73 75 72 70 72 69 73 65 64 21	16:1 CD:3 D7:1 E3:2	67	3	0	False	confirmed-record	[TOP]While I [E3][16]walking\n[E3]:kids scared me by\nblowing on a horn.\nWas I surprised!		pending			
EN-05A012	main-dialogue-1	0x05A012	0x05A029	23	D7 E3 03 66 72 69 67 68 74 65 6E 65 64 21 CD E3 17 73 E3 AC 6D 65 21	03:1 17:1 AC:1 CD:1 D7:1 E3:3	15	1	0	False	confirmed-record	[TOP][E3][03]frightened!\n[E3][17]s[E3][AC]me!		pending			
EN-05A02A	main-dialogue-1	0x05A02A	0x05A05B	49	D7 41 20 68 75 67 65 20 6C 69 67 68 74 20 66 6C 65 77 20 74 6F CD E3 00 72 69 76 65 72 20 62 61 6E 6B 2E CD 49 20 E3 16 73 74 61 72 74 6C 65 64 21	00:1 16:1 CD:2 D7:1 E3:2	42	2	0	False	confirmed-record	[TOP]A huge light flew to\n[E3][00]river bank.\nI [E3][16]startled!		pending			
EN-05A093	main-dialogue-1	0x05A093	0x05A0AD	26	D7 2E 2E 2E 2E 2E 2E 2E 2E 2E CD C9 3C 2E 2E 2E 2E 2E 2E 53 69 67 68 2E 2E CD	C9:1 CD:2 D7:1	22	2	0	False	confirmed-record	[TOP].........\n[C9]<......Sigh..\n		pending			
EN-05A0AE	main-dialogue-1	0x05A0AE	0x05A0E2	52	D7 E3 2E C9 0A 49 66 20 49 20 E3 02 61 20 70 72 6F 62 6C 65 6D 2E CD 48 61 20 68 61 2E 20 49 20 E3 3B E3 1B 68 61 72 64 CD E3 0C E3 DD 54 68 61 6E 6B 73 2E	02:1 0A:1 0C:1 1B:1 C9:1 CD:2 D7:1 DD:1 E3:6	37	2	0	False	confirmed-record	[TOP][E3].[C9][0A]If I [E3][02]a problem.\nHa ha. I [E3];[E3][1B]hard\n[E3][0C][E3][DD]Thanks.		pending			
EN-05A16E	main-dialogue-1	0x05A16E	0x05A176	8	D7 CD 57 6F 6F 66 21 CD	CD:2 D7:1	5	2	0	False	confirmed-record	[TOP]\nWoof!\n		pending			
EN-05A177	main-dialogue-1	0x05A177	0x05A19D	38	D7 49 20 E3 29 74 6F 20 70 6C 61 79 21 20 57 6F 6F 66 21 CD 53 6F 6D 65 6F 6E 65 2C 20 E3 30 6D 65 20 6F 75 74 21	CD:1 D7:1 E3:2	34	1	0	False	confirmed-record	[TOP]I [E3])to play! Woof!\nSomeone, [E3]0me out!		pending			
EN-05A1C2	main-dialogue-1	0x05A1C2	0x05A1D8	22	D7 20 2E 2E 2E 44 6F 67 60 73 20 66 6F 6F 74 70 72 69 6E 74 73 21	D7:1	21	0	0	False	confirmed-record	[TOP] ...Dog`s footprints!		pending			
EN-05A1D9	main-dialogue-1	0x05A1D9	0x05A1F0	23	D7 20 2E 2E 2E 42 69 72 64 60 73 20 66 6F 6F 74 70 72 69 6E 74 73 21	D7:1	22	0	0	False	confirmed-record	[TOP] ...Bird`s footprints!		pending			
EN-05A23D	main-dialogue-1	0x05A23D	0x05A248	11	D7 CD 42 6F 77 20 77 6F 77 2E CD	CD:2 D7:1	8	2	0	False	confirmed-record	[TOP]\nBow wow.\n		pending			
EN-05A249	main-dialogue-1	0x05A249	0x05A28D	68	D7 4D 79 20 6D 61 73 74 65 72 60 73 CD 73 74 72 6F 6E 67 2D 77 69 6C 6C 65 64 2E 20 49 66 20 49 20 64 6F 6E 60 74 CD 6F 62 65 79 20 49 20 E3 26 6D 79 20 65 61 72 20 70 75 6C 6C 65 64 21 CD 57 6F 6F 66 21	CD:3 D7:1 E3:1	63	3	0	False	confirmed-record	[TOP]My master`s\nstrong-willed. If I don`t\nobey I [E3]&my ear pulled!\nWoof!		pending			
EN-05A2F5	main-dialogue-1	0x05A2F5	0x05A349	84	D7 E3 24 E3 BD 69 73 20 63 75 74 65 2E CD 48 69 73 20 6E 61 6D 65 3F 20 54 75 72 62 6F CD C9 1E 69 73 20 E3 23 E3 41 63 61 6C 6C 65 64 2E D1 49 20 6E 61 6D 65 64 20 E3 5A 61 66 74 65 72 20 6D 79 CD 67 72 61 6E 64 6D 6F 74 68 65 72 60 73 20 64 6F 67 2E	1E:1 BD:1 C9:1 CD:3 D1:1 D7:1 E3:5	71	3	1	False	confirmed-record	[TOP][E3]$[E3][BD]is cute.\nHis name? Turbo\n[C9][1E]is [E3]#[E3]Acalled.\fI named [E3]Zafter my\ngrandmother`s dog.		pending			
EN-05A34A	main-dialogue-1	0x05A34A	0x05A3CE	132	D7 E3 04 62 6F 79 73 3F 20 D1 C3 02 54 68 65 79 60 72 65 20 E3 65 66 6F 72 CD E3 00 48 61 63 6B 65 72 73 60 20 68 69 64 65 6F 75 74 CD 69 6E 20 E3 00 63 61 76 65 20 62 79 20 E3 00 72 69 76 65 72 2E CD C3 00 E3 2C E3 23 E3 DB 73 61 79 2E D1 E3 5C E3 1C 61 6C 77 61 79 73 CD 63 68 61 73 69 6E 67 20 E3 CB 64 72 65 61 6D 73 2E CD C9 1E E3 0D E3 1E E3 E6 63 6F 6F 6C CD 74 6F 20 E3 26 6C 6F 73 74 2E	00:4 02:1 04:1 0D:1 1C:1 1E:2 C3:2 C9:1 CB:1 CD:6 D1:2 D7:1 DB:1 E3:15 E6:1	92	6	2	True	confirmed-record	[TOP][E3][04]boys? \f[YELLOW]They`re [E3]efor\n[E3][00]Hackers` hideout\nin [E3][00]cave by [E3][00]river.\n[/HIGHLIGHT][E3],[E3]#[E3][DB]say.\f[E3]\[E3][1C]always\nchasing [E3][CB]dreams.\n[C9][1E][E3][0D][E3][1E][E3][E6]cool\nto [E3]&lost.		pending			
EN-05A3CF	main-dialogue-1	0x05A3CF	0x05A3FA	43	D7 DC 06 2E 2E 2E 2E 2E 2E CD DC 00 4D 79 20 64 6F 67 60 73 20 63 75 74 65 72 20 E3 C9 79 6F 75 72 73 21 CD C9 1E 57 6F 6F 66 21	00:1 06:1 1E:1 C9:2 CD:2 D7:1 DC:2 E3:1	32	2	0	False	confirmed-record	[TOP][DC][06]......\n[DC][00]My dog`s cuter [E3][C9]yours!\n[C9][1E]Woof!		pending			
EN-05A3FB	main-dialogue-1	0x05A3FB	0x05A400	5	D7 CF 01 A4 85	01:1 85:1 A4:1 CF:1 D7:1	0	0	0	False	confirmed-record	[TOP][CF][01][A4][85]		pending			
EN-05A448	main-dialogue-1	0x05A448	0x05A48E	70	D7 E3 28 E3 00 65 61 72 74 68 71 75 61 6B 65 20 63 61 6D 65 CD 49 20 E3 16 E3 60 74 6F 20 E3 26 61 77 61 79 CD E3 43 49 20 73 61 77 20 E3 3A E3 82 6F 66 CD 6C 69 67 68 74 20 69 6E 20 E3 00 66 6F 72 65 73 74 21	00:2 16:1 82:1 CD:3 D7:1 E3:9	53	3	0	False	confirmed-record	[TOP][E3]([E3][00]earthquake came\nI [E3][16][E3]`to [E3]&away\n[E3]CI saw [E3]:[E3][82]of\nlight in [E3][00]forest!		pending			
EN-05A6FB	main-dialogue-1	0x05A6FB	0x05A72A	47	D7 D6 00 50 6C 65 61 73 65 2E 2E 2E 21 20 C2 00 21 CD C9 32 E3 A5 75 70 20 E3 08 70 75 74 20 6F 6E 20 61 CD 68 61 70 70 79 20 66 61 63 65 21	00:2 08:1 A5:1 C2:1 C9:1 CD:2 D6:1 D7:1 E3:2	35	2	0	False	confirmed-record	[TOP][D6][00]Please...! [NAME]!\n[C9]2[E3][A5]up [E3][08]put on a\nhappy face!		pending			
